order_id,user_id,product_name,quantity,unit_price,total_amount,currency,status,payment_method,ip_address,user_agent,created_at,updated_at
ORD56C7A9D0,149816,Innovative leadingedge task-force,3,772.41,229.92,CNY,shipped,alipay,165.108.251.205,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; nhn-MX) AppleWebKit/534.50.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6534.50.3",2026-01-06T08:32:36,2026-02-04T10:47:07
ORD9C811392,616628,Horizontal neutral leverage,7,230.58,4683.73,CNY,shipped,wechat,118.82.20.214,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_8 rv:6.0; ts-ZA) AppleWebKit/535.33.5 (KHTML, like Gecko) Version/5.0 Safari/535.33.5",2026-01-18T08:03:41,2026-02-01T05:11:01
ORD7B15F0F2,926525,Optional non-volatile neural-net,1,784.36,1544.34,CNY,shipped,credit_card,95.234.219.36,Mozilla/5.0 (Windows CE; vi-VN; rv:1.9.1.20) Gecko/4267-06-11 19:22:19 Firefox/3.8,2026-01-26T05:42:15,2026-01-29T17:21:08
ORD89C3062E,171959,Progressive client-driven implementation,4,429.43,826.47,CNY,shipped,alipay,71.233.176.215,Mozilla/5.0 (Android 1.0; Mobile; rv:7.0) Gecko/7.0 Firefox/7.0,2026-01-22T13:15:13,2026-01-31T09:11:40
ORDCD4164DC,617397,Phased homogeneous benchmark,10,676.79,1511.32,CNY,paid,alipay,94.157.210.124,Opera/8.20.(X11; Linux x86_64; mag-IN) Presto/2.9.168 Version/12.00,2026-01-25T11:48:38,2026-02-01T14:59:28
ORD8DD9BE30,430106,Horizontal static architecture,5,405.25,153.61,CNY,shipped,credit_card,70.76.78.26,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4 rv:5.0; mhr-RU) AppleWebKit/533.23.6 (KHTML, like Gecko) Version/5.1 Safari/533.23.6",2026-01-19T00:09:01,2026-01-29T09:51:53
ORDDB04551F,682719,Ameliorated mobile attitude,1,765.44,2126.17,CNY,paid,wechat,30.209.126.11,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/4.1),2026-01-22T14:49:51,2026-02-04T01:49:50
ORD50FFA692,974225,Realigned encompassing hierarchy,10,708.11,718.59,CNY,delivered,credit_card,116.216.204.130,Opera/9.53.(X11; Linux i686; wal-ET) Presto/2.9.183 Version/10.00,2026-01-24T00:15:35,2026-01-31T12:12:19
ORD16A48C77,866833,Reverse-engineered systematic array,10,771.33,3669.32,CNY,paid,alipay,108.102.106.174,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/8070-12-09 11:42:51 Firefox/8.0,2026-01-10T16:35:14,2026-02-04T10:28:37
ORDEDA093F0,456741,Advanced web-enabled data-warehouse,9,77.08,3216.83,CNY,paid,credit_card,163.204.102.180,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/5.1),2026-01-29T12:13:17,2026-01-30T06:11:02
ORDEFFFC1FD,134285,Quality-focused empowering neural-net,6,407.16,2800.01,CNY,paid,credit_card,35.153.143.62,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/531.15.6 (KHTML, like Gecko) Version/4.0.4 Safari/531.15.6",2026-01-15T12:31:18,2026-01-31T14:16:14
ORD42C0C359,549578,Adaptive human-resource success,7,149.38,4695.33,CNY,shipped,wechat,108.57.192.255,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/4.0),2026-01-09T15:11:48,2026-02-04T14:37:30
ORD110167E5,527535,Polarized asymmetric customer loyalty,8,95.49,4946.58,CNY,paid,credit_card,28.116.105.175,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/533.19.5 (KHTML, like Gecko) Version/4.0.5 Safari/533.19.5",2026-01-28T15:51:37,2026-01-30T16:03:37
ORD3A79F04D,921938,Front-line disintermediate help-desk,2,293.91,731.75,CNY,paid,alipay,175.150.106.44,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_4 rv:2.0; ks-IN) AppleWebKit/535.41.3 (KHTML, like Gecko) Version/4.1 Safari/535.41.3",2026-01-19T12:12:47,2026-02-02T02:32:34
ORDA634000A,879725,Customer-focused grid-enabled workforce,1,608.81,2380.77,CNY,delivered,wechat,140.94.27.141,Mozilla/5.0 (Android 2.2.2; Mobile; rv:31.0) Gecko/31.0 Firefox/31.0,2026-01-18T05:34:52,2026-01-30T21:24:17
ORD9AD055B6,652227,Public-key composite migration,4,752.37,660.34,CNY,paid,wechat,20.148.126.160,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5 rv:3.0; kn-IN) AppleWebKit/535.23.4 (KHTML, like Gecko) Version/4.0 Safari/535.23.4",2026-01-10T12:02:43,2026-02-01T23:13:28
ORDDC3E39AC,431008,Synergized context-sensitive capacity,6,317.39,4652.88,CNY,paid,credit_card,190.78.116.47,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.27.2 (KHTML, like Gecko) Version/4.0.2 Safari/531.27.2",2026-01-10T03:26:02,2026-01-30T12:58:34
ORD5FC45E55,247304,Implemented well-modulated application,5,724.52,3403.66,CNY,shipped,alipay,60.34.89.81,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/33.0.843.0 Safari/536.0",2026-01-12T05:34:10,2026-02-02T07:33:10
ORD2D80DFDF,313036,Profound directional structure,2,67.17,492.52,CNY,shipped,wechat,62.16.178.218,Opera/9.83.(X11; Linux x86_64; csb-PL) Presto/2.9.170 Version/11.00,2026-02-03T05:52:45,2026-01-29T02:34:41
ORD7E240EC5,906173,Programmable fault-tolerant capability,9,986.68,2470.13,CNY,shipped,credit_card,117.190.160.30,"Mozilla/5.0 (Linux; Android 7.1.1) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/43.0.862.0 Safari/533.2",2026-01-23T23:43:48,2026-01-31T09:21:28
ORD5E1B7D82,724462,Cloned content-based policy,8,803.59,2486.71,CNY,paid,wechat,107.148.136.102,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/62.0.813.0 Safari/534.2",2026-01-19T00:43:52,2026-02-04T12:31:26
ORDE1C4854C,609882,Versatile incremental Local Area Network,10,513.37,1677.64,CNY,pending,alipay,115.77.6.188,"Mozilla/5.0 (Linux; Android 4.4.1) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/39.0.849.0 Safari/536.1",2026-01-12T14:46:18,2026-01-31T15:55:30
ORD38E0D614,585437,Function-based interactive migration,4,169.25,1218.97,CNY,pending,wechat,171.12.237.86,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/534.11.2 (KHTML, like Gecko) Version/4.0.5 Safari/534.11.2",2026-01-08T01:05:46,2026-02-02T19:58:46
ORDA56057EA,949365,Re-engineered scalable data-warehouse,10,683.97,103.86,CNY,paid,alipay,147.23.75.146,Mozilla/5.0 (Windows 98; raj-IN; rv:1.9.0.20) Gecko/4482-02-20 07:06:43 Firefox/3.6.9,2026-02-04T15:52:26,2026-02-03T12:12:06
ORD7062F6EA,981665,Diverse client-server circuit,3,352.3,1538.55,CNY,paid,wechat,63.170.82.201,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ne-NP) AppleWebKit/532.12.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6532.12.2",2026-02-04T11:02:20,2026-02-02T21:46:56
ORDF216EB3D,910138,Grass-roots next generation strategy,9,665.7,1600.92,CNY,paid,alipay,207.40.123.250,Opera/9.96.(Windows CE; brx-IN) Presto/2.9.189 Version/11.00,2026-01-30T15:06:57,2026-02-01T14:10:25
ORD3EFAF306,849905,Monitored scalable hierarchy,3,508.55,2241.02,CNY,paid,credit_card,206.167.212.19,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/532.33.7 (KHTML, like Gecko) Version/4.0.1 Safari/532.33.7",2026-01-14T23:09:22,2026-02-01T17:50:51
ORD57D2DE4D,730093,Upgradable needs-based initiative,7,48.62,1185.81,CNY,shipped,wechat,38.10.9.242,Opera/9.21.(Windows NT 5.2; ce-RU) Presto/2.9.181 Version/10.00,2026-02-03T14:55:46,2026-01-29T00:38:42
ORD477E048D,410168,Mandatory bandwidth-monitored software,2,345.94,1836.63,CNY,shipped,alipay,121.38.108.152,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/10.1r4905.0 Mobile/63U239 Safari/535.2",2026-01-21T08:49:47,2026-02-02T03:55:38
ORD1D76FCC8,347170,Diverse real-time pricing structure,5,860.86,3959.24,CNY,shipped,wechat,116.126.236.62,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/3.1),2026-01-23T16:55:01,2026-02-04T06:17:25
ORD6AA9F272,671047,Operative coherent open architecture,3,897.37,173.76,CNY,shipped,wechat,179.160.234.201,Opera/8.53.(X11; Linux x86_64; mhr-RU) Presto/2.9.160 Version/11.00,2026-01-17T15:07:40,2026-02-04T12:51:43
ORD186096E2,221032,User-centric multi-tasking capability,6,839.39,884.66,CNY,paid,alipay,58.17.141.91,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/531.11.2 (KHTML, like Gecko) Version/4.1 Safari/531.11.2",2026-01-15T04:32:55,2026-01-31T09:04:04
ORD5FEB9656,376497,Public-key neutral core,2,55.62,4452.71,CNY,shipped,alipay,68.166.50.237,Opera/8.31.(X11; Linux x86_64; fo-FO) Presto/2.9.166 Version/10.00,2026-01-26T03:50:00,2026-01-30T07:38:00
ORDA5672271,728364,Integrated 3rdgeneration Graphical User Interface,8,541.21,1281.94,CNY,paid,wechat,18.244.87.157,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/10.6r8102.0 Mobile/10C686 Safari/536.1",2026-01-26T04:52:32,2026-01-31T07:47:51
ORDE0FC0CEC,594236,Profound explicit extranet,2,735.37,2753.62,CNY,delivered,wechat,119.179.31.175,Opera/8.28.(Windows NT 5.01; kk-KZ) Presto/2.9.189 Version/10.00,2026-01-14T18:00:56,2026-01-31T14:06:09
ORDDED16EFC,670172,Centralized even-keeled neural-net,10,969.29,1089.1,CNY,paid,wechat,175.233.227.151,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/14.0.822.0 Safari/532.0",2026-01-15T16:10:35,2026-01-30T21:16:40
ORD590382A6,550363,Team-oriented didactic methodology,4,10.48,401.81,CNY,cancelled,alipay,211.160.37.220,Opera/8.66.(X11; Linux x86_64; quz-PE) Presto/2.9.160 Version/10.00,2026-01-11T12:04:48,2026-02-01T02:55:56
ORDE1129124,132958,Stand-alone tertiary application,2,451.69,3146.96,CNY,paid,alipay,48.60.201.92,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/531.4.4 (KHTML, like Gecko) Version/4.0 Safari/531.4.4",2026-02-02T17:43:21,2026-02-01T10:56:04
ORD84CD059D,596365,Implemented 5thgeneration product,10,725.58,2993.26,CNY,shipped,credit_card,223.140.55.207,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ast-ES) AppleWebKit/532.43.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6532.43.1",2026-01-20T08:05:02,2026-01-29T21:39:38
ORD22D72400,922013,Devolved zero-defect alliance,4,63.17,4937.63,CNY,paid,wechat,108.38.236.250,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/4.1),2026-01-26T12:20:25,2026-02-03T18:35:32
ORD597A8742,523667,Phased well-modulated Internet solution,2,833.95,721.89,CNY,cancelled,alipay,180.96.99.190,Opera/9.15.(Windows CE; km-KH) Presto/2.9.161 Version/12.00,2026-01-22T17:29:18,2026-01-31T01:50:49
ORDCCF37291,742822,Assimilated well-modulated collaboration,4,871.77,1071.12,CNY,paid,alipay,177.29.58.160,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/9754-10-25 12:56:56 Firefox/4.0,2026-01-09T07:29:50,2026-01-29T04:34:45
ORD34D09EFE,520220,Diverse 24/7 challenge,8,83.63,4730.18,CNY,cancelled,alipay,112.192.41.154,Opera/8.63.(X11; Linux i686; ku-TR) Presto/2.9.189 Version/11.00,2026-01-30T18:20:21,2026-02-03T14:24:46
ORDBFC52C5C,790281,Upgradable actuating solution,2,544.33,4722.71,CNY,shipped,alipay,21.133.224.22,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_5 rv:6.0; li-NL) AppleWebKit/531.49.5 (KHTML, like Gecko) Version/4.0 Safari/531.49.5",2026-01-18T18:13:48,2026-02-04T17:18:28
ORD1C6E2836,637899,Fully-configurable high-level process improvement,2,838.67,3872.19,CNY,shipped,alipay,200.60.14.131,Mozilla/5.0 (Windows NT 11.0; ts-ZA; rv:1.9.1.20) Gecko/6426-04-29 18:18:24 Firefox/10.0,2026-01-11T22:13:20,2026-01-31T14:29:07
ORD6304B5E0,790283,Organic context-sensitive throughput,10,200.13,4728.16,CNY,paid,credit_card,168.4.62.254,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/4.0),2026-01-28T17:53:17,2026-01-29T00:19:09
ORD4C9E4CD3,917542,Ameliorated 24/7 solution,8,181.34,3246.92,CNY,delivered,wechat,160.117.124.195,"Mozilla/5.0 (iPad; CPU iPad OS 17_3_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/42.0.873.0 Mobile/46D285 Safari/536.1",2026-01-10T22:25:36,2026-02-03T16:44:15
ORDBC13FC8D,370383,Ameliorated bifurcated utilization,6,763.51,3529.39,CNY,shipped,alipay,193.143.96.195,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/18.2f8863.0 Mobile/24D825 Safari/535.0",2026-01-25T15:46:50,2026-02-02T14:40:55
ORD3DC733A3,844606,Mandatory composite parallelism,9,64.23,2429.69,CNY,paid,alipay,137.86.189.45,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.10.5 (KHTML, like Gecko) Version/4.0.3 Safari/534.10.5",2026-01-28T11:04:41,2026-02-04T19:13:10
ORD265AC497,143781,Fundamental analyzing capability,4,988.87,2219.27,CNY,delivered,alipay,31.54.173.11,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2102-06-24 09:14:36 Firefox/13.0,2026-01-09T15:14:39,2026-01-29T12:02:28
ORDD2D367DE,712075,Right-sized executive protocol,9,801.78,395.48,CNY,delivered,wechat,190.167.81.124,Mozilla/5.0 (Windows NT 6.2; km-KH; rv:1.9.2.20) Gecko/6231-11-29 23:03:12 Firefox/12.0,2026-01-21T02:59:06,2026-02-01T05:07:56
ORDFE45BC7D,329037,Stand-alone responsive encryption,9,791.78,2114.37,CNY,shipped,alipay,144.144.246.14,Mozilla/5.0 (Windows NT 4.0; ga-IE; rv:1.9.0.20) Gecko/9647-05-07 22:29:15 Firefox/3.6.3,2026-01-27T16:18:23,2026-02-03T04:56:26
ORD7DFFC667,940489,Persevering reciprocal installation,2,537.58,4953.17,CNY,delivered,alipay,120.116.95.68,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/535.30.4 (KHTML, like Gecko) Version/4.1 Safari/535.30.4",2026-01-07T20:56:12,2026-02-03T14:03:58
ORD08B1ACEC,320957,Mandatory heuristic throughput,6,165.02,2242.35,CNY,shipped,credit_card,143.255.2.253,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_9) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/16.0.889.0 Safari/533.0",2026-01-11T14:26:31,2026-02-02T16:57:15
ORD8A4FD1A7,206694,Public-key systemic algorithm,2,854.77,1159.01,CNY,shipped,wechat,35.165.165.254,Opera/8.66.(X11; Linux i686; sd-IN) Presto/2.9.171 Version/10.00,2026-02-04T02:03:28,2026-02-01T11:49:09
ORDD215283C,865202,Advanced discrete customer loyalty,6,497.18,4358.16,CNY,shipped,wechat,203.90.167.100,Opera/9.39.(X11; Linux x86_64; sr-RS) Presto/2.9.187 Version/10.00,2026-02-03T21:04:30,2026-02-01T09:23:18
ORD0B5A1368,486489,Proactive methodical software,5,402.22,3800.68,CNY,pending,wechat,38.194.33.169,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; fil-PH) AppleWebKit/533.17.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6533.17.6",2026-02-01T04:46:53,2026-01-30T03:16:31
ORD7AC46042,342038,Advanced optimal collaboration,4,877.69,3690.29,CNY,shipped,alipay,99.203.72.216,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/16.0.827.0 Safari/533.0",2026-01-14T17:21:34,2026-02-01T10:07:11
ORDF8C49CCD,146360,Front-line mission-critical pricing structure,5,699.59,4340.94,CNY,delivered,wechat,48.7.138.199,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/5.0),2026-01-13T18:50:17,2026-02-04T11:43:23
ORDD8B6C9F0,675121,Vision-oriented disintermediate Graphical User Interface,7,69.52,3790.5,CNY,delivered,wechat,203.178.216.177,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_4 rv:5.0; ro-RO) AppleWebKit/531.7.4 (KHTML, like Gecko) Version/5.0.3 Safari/531.7.4",2026-01-18T23:44:49,2026-02-03T13:18:33
ORDD7C5B8A6,992773,Focused executive firmware,3,201.82,3250.73,CNY,paid,alipay,143.20.22.8,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_5 rv:3.0; af-ZA) AppleWebKit/534.49.6 (KHTML, like Gecko) Version/4.0 Safari/534.49.6",2026-01-19T00:06:58,2026-01-29T17:55:43
ORDDE84329F,797240,Networked multi-state synergy,10,265.1,2339.75,CNY,shipped,credit_card,61.29.37.215,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/5.1),2026-01-19T14:24:36,2026-01-29T17:20:00
ORD85395747,612644,Pre-emptive zero administration knowledge user,5,297.07,675.3,CNY,shipped,wechat,101.41.126.75,Mozilla/5.0 (Android 4.0; Mobile; rv:47.0) Gecko/47.0 Firefox/47.0,2026-02-04T18:48:21,2026-01-29T11:58:51
ORD03CB361F,111494,Future-proofed asynchronous synergy,2,185.72,126.39,CNY,shipped,alipay,108.232.54.28,Opera/9.32.(Windows CE; os-RU) Presto/2.9.171 Version/10.00,2026-01-10T12:49:03,2026-01-31T07:34:22
ORDDD8B3049,884341,Sharable value-added extranet,4,380.29,1422.58,CNY,delivered,alipay,205.166.179.8,"Mozilla/5.0 (Linux; Android 7.1.1) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/29.0.881.0 Safari/532.2",2026-01-15T23:09:40,2026-01-30T11:55:58
ORD82131DC9,145994,Universal demand-driven challenge,6,968.35,2464.91,CNY,cancelled,debit_card,24.39.198.23,Opera/9.64.(Windows NT 6.0; lo-LA) Presto/2.9.161 Version/12.00,2026-01-27T12:39:19,2026-02-02T16:17:30
ORDC5204AD7,706862,Re-contextualized analyzing toolset,10,423.65,4574.73,CNY,paid,credit_card,82.42.142.88,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.1),2026-01-14T13:30:14,2026-01-30T16:43:41
ORD17E87AB6,776844,Progressive analyzing projection,1,612.87,891.71,CNY,shipped,alipay,38.52.25.23,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/532.7.3 (KHTML, like Gecko) Version/4.0 Safari/532.7.3",2026-02-01T14:06:28,2026-02-02T11:49:10
ORDE6F534B3,160710,Profit-focused asynchronous throughput,9,709.65,2739.26,CNY,shipped,credit_card,208.18.238.106,Opera/9.71.(Windows 98; bem-ZM) Presto/2.9.173 Version/10.00,2026-01-09T16:36:38,2026-01-30T02:14:05
ORD33D3F29B,440651,Cloned impactful help-desk,4,316.94,4297.83,CNY,paid,wechat,68.39.121.92,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/3.0),2026-01-30T12:29:34,2026-01-31T16:57:23
ORD2CF18A3C,148947,Exclusive didactic instruction set,4,585.35,664.16,CNY,shipped,alipay,10.232.242.105,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_7; rv:1.9.4.20) Gecko/9991-09-25 23:34:51 Firefox/3.8,2026-01-07T06:53:41,2026-01-30T19:53:03
ORDC8A7E6A1,655615,Streamlined bandwidth-monitored moderator,4,132.02,1228.05,CNY,pending,alipay,128.195.172.187,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; tk-TM) AppleWebKit/533.49.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6533.49.7",2026-01-15T01:30:18,2026-01-30T12:58:38
ORDB0391E7C,380618,Automated coherent analyzer,10,448.37,4219.65,CNY,shipped,wechat,61.181.220.146,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/5.0),2026-02-02T00:16:51,2026-02-04T12:20:11
ORD24650F38,704800,Cross-platform context-sensitive frame,7,275.18,3102.25,CNY,delivered,alipay,60.205.110.227,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_5 rv:2.0; be-BY) AppleWebKit/535.25.6 (KHTML, like Gecko) Version/4.1 Safari/535.25.6",2026-01-07T05:37:43,2026-01-29T16:03:32
ORDDA9CFE24,204854,Stand-alone actuating service-desk,9,438.96,4944.01,CNY,delivered,wechat,152.103.194.211,"Mozilla/5.0 (Linux; Android 2.3.7) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/48.0.842.0 Safari/533.2",2026-01-18T07:50:34,2026-02-03T07:05:08
ORD2BC2CF93,740417,Digitized neutral matrices,4,62.66,4505.27,CNY,shipped,alipay,129.166.180.85,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/3.0),2026-01-12T11:01:32,2026-02-02T08:18:08
ORD1D39AFC5,900552,Intuitive value-added benchmark,5,446.85,3928.32,CNY,paid,wechat,31.210.184.211,Opera/9.94.(Windows NT 10.0; hak-TW) Presto/2.9.176 Version/11.00,2026-01-12T09:35:22,2026-02-01T11:58:58
ORD18672016,122882,Vision-oriented bi-directional implementation,1,779.14,4051.94,CNY,shipped,wechat,19.35.231.224,Opera/9.75.(Windows NT 5.1; hu-HU) Presto/2.9.183 Version/12.00,2026-01-15T09:53:19,2026-01-29T04:54:15
ORDFA6B82DB,546459,Horizontal directional approach,7,791.47,4021.89,CNY,shipped,wechat,13.231.74.83,Mozilla/5.0 (Windows 98; Win 9x 4.90; ti-ET; rv:1.9.2.20) Gecko/4503-06-28 04:15:33 Firefox/3.8,2026-01-06T06:51:18,2026-01-29T12:32:31
ORDC518768F,952546,Optimized tangible portal,4,514.43,1223.99,CNY,cancelled,credit_card,106.241.44.231,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.0),2026-01-06T22:47:50,2026-01-29T07:15:59
ORDF7A73BFC,560136,Multi-lateral motivating workforce,1,161.38,1131.39,CNY,paid,wechat,53.72.188.152,Opera/9.52.(X11; Linux i686; th-TH) Presto/2.9.166 Version/10.00,2026-01-07T07:27:49,2026-02-04T04:45:56
ORDB4F83A24,272068,Ergonomic incremental middleware,7,772.27,2334.97,CNY,shipped,debit_card,25.235.210.142,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; eu-FR) AppleWebKit/532.21.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6532.21.2",2026-01-21T17:13:42,2026-01-31T11:12:18
ORDB01A77CE,779291,Optional national customer loyalty,6,318.82,2240.17,CNY,shipped,wechat,144.252.8.174,"Mozilla/5.0 (Windows 95) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/38.0.891.0 Safari/535.0",2026-01-18T04:27:34,2026-02-01T03:00:33
